[2021-06-09T20:47:35.375] [INFO] default - |-----------------|
[2021-06-09T20:47:35.378] [INFO] default - |ExtraServer START|
[2021-06-09T20:47:35.379] [INFO] default - |-----------------|
[2021-06-09T20:47:35.379] [INFO] default - creating server...
[2021-06-09T20:47:35.380] [INFO] default - Loading plugins...
[2021-06-09T20:47:35.384] [ERROR] default - Cloud not load plugin asdasd.json: TypeError: require(...).onStart is not a function
[2021-06-09T20:47:35.585] [ERROR] default - Cloud not load plugin chat.js: TypeError [ERR_INVALID_ARG_TYPE]: The "emitter" argument must be an instance of EventEmitter. Received type string ('connection')
[2021-06-09T20:47:35.593] [INFO] defaultRequestHandler.js - DefaultRequestHandler was made by BomberPlayz.
[2021-06-09T20:47:35.594] [INFO] default - Loaded plugin defaultRequestHandler.js
[2021-06-09T20:47:35.598] [ERROR] default - Cloud not load plugin directoryList.js: TypeError: require(...).onStart is not a function
[2021-06-09T20:47:35.612] [INFO] logDebug.js - logDebug plugin by BomberPlayz!
[2021-06-09T20:47:35.613] [INFO] default - Loaded plugin logDebug.js
[2021-06-09T20:47:35.616] [ERROR] default - Cloud not load plugin tuccc.json: SyntaxError: D:\OneDrive\Desktop\progs\ExtraServer\server_plugins\tuccc.json: Unexpected number in JSON at position 57948
[2021-06-09T20:47:35.619] [INFO] _compatibleMode.js - CopatibleMode plugin was made by BomberPLayz
[2021-06-09T20:48:34.131] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.169] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.203] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.212] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.281] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.285] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.389] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.395] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.425] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.476] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.484] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.511] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.679] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.695] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.699] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.699] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.789] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.862] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.921] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:34.960] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.090] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.200] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.210] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.246] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.265] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.275] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.296] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.330] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.348] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.444] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.519] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.565] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.690] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.769] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.802] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.815] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:35.971] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.001] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.097] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.160] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.170] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.209] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.293] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.314] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.386] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.419] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.433] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.468] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.485] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.624] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.699] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:36.887] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.031] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.124] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.160] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.182] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.222] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.242] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.253] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.291] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.348] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.381] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.416] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.635] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.670] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.725] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.731] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.816] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.834] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.835] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:37.959] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.025] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.045] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.095] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.297] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.304] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.306] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.314] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.316] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.374] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.434] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.455] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.484] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.540] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.564] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.822] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.832] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.835] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.845] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.912] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:38.971] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.050] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.071] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.126] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.149] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.152] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.231] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.257] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.295] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.314] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.326] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.345] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.447] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.565] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.625] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.790] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.888] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:39.905] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.039] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.086] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.087] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.186] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.261] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.262] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.278] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.341] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.402] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.419] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.440] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.450] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.496] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.551] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.579] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.660] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.665] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.701] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.746] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.808] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.820] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.830] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.893] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.902] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.905] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.907] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.940] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:40.985] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:41.244] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:41.245] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:41.307] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:41.388] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:41.417] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:41.471] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:41.493] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:41.522] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:41.673] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:41.744] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:42.001] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
[2021-06-09T20:48:42.015] [DEBUG] logDebug.js - DONE 1 REQ got data: err_this_server_already_exists
